Código IBGE,Município,UF,Operadora,Tecnologia,% área coberta,% moradores cobertos,% domicílios cobertos,Área km2,Moradores,Domicílios,Tipo de compromisso,Compromisso,Origem compromisso,Operadora com compromisso,Status compromisso,Prazo compromisso
2504009,Campina Grande,PB,Todas,4G,"61,94","98,97","99,04","594,1790267",383710,111852,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 2G ou superior,Edital de Sobras do SMP (001-2007/SPV-ANATEL),Vivo,Atendido no prazo,07/12/2011
2504009,Campina Grande,PB,Todas,4G,"61,94","98,97","99,04","594,1790267",383710,111852,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital da Banda H (002-2010/SPV-ANATEL),Nextel,Atendido com atraso,N/A
2504009,Campina Grande,PB,Todas,4G,"61,94","98,97","99,04","594,1790267",383710,111852,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital da Banda H (002-2010/SPV-ANATEL),Vivo,Atendido no prazo,N/A
2504009,Campina Grande,PB,Todas,4G,"61,94","98,97","99,04","594,1790267",383710,111852,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Vivo,Atendido no prazo,30/04/2012
2504009,Campina Grande,PB,Todas,4G,"61,94","98,97","99,04","594,1790267",383710,111852,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 4G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Claro,Atendido no prazo,N/A
2504009,Campina Grande,PB,Todas,4G,"61,94","98,97","99,04","594,1790267",383710,111852,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 4G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Oi,Atendido com atraso,N/A
2504009,Campina Grande,PB,Todas,4G,"61,94","98,97","99,04","594,1790267",383710,111852,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 4G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Tim,Atendido com atraso,N/A
2504009,Campina Grande,PB,Todas,4G,"61,94","98,97","99,04","594,1790267",383710,111852,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 4G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Vivo,Atendido com atraso,N/A
2504009,Campina Grande,PB,Todas,4G,"61,94","98,97","99,04","594,1790267",383710,111852,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Claro,A vencer,31/07/2026
2504009,Campina Grande,PB,Todas,4G,"61,94","98,97","99,04","594,1790267",383710,111852,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Telefônica,A vencer,31/07/2026
2504009,Campina Grande,PB,Todas,4G,"61,94","98,97","99,04","594,1790267",383710,111852,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Tim,A vencer,31/07/2026
2504033,Capim,PB,Todas,4G,"100,00","100,00","100,00","78,16721854",5601,1461,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Claro,Atendido com atraso,30/04/2010
2504033,Capim,PB,Todas,4G,"100,00","100,00","100,00","78,16721854",5601,1461,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Claro,Atendido no prazo,30/04/2015
2504033,Capim,PB,Todas,4G,"100,00","100,00","100,00","78,16721854",5601,1461,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2504074,Caraúbas,PB,Todas,4G,"46,49","64,72","67,00","497,207115",3881,1191,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Oi,Atendido no prazo,30/04/2010
2504074,Caraúbas,PB,Todas,4G,"46,49","64,72","67,00","497,207115",3881,1191,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Oi,Atendido no prazo,30/04/2013
2504074,Caraúbas,PB,Todas,4G,"46,49","64,72","67,00","497,207115",3881,1191,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,31/12/2021
2504074,Caraúbas,PB,Todas,4G,"46,49","64,72","67,00","497,207115",3881,1191,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2504108,Carrapateira,PB,Todas,4G,"87,51","96,49","96,23","54,52317422",2372,590,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 2G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Tim,Atendido no prazo,30/04/2010
2504108,Carrapateira,PB,Todas,4G,"87,51","96,49","96,23","54,52317422",2372,590,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Tim,Atendido no prazo,N/A
2504108,Carrapateira,PB,Todas,4G,"87,51","96,49","96,23","54,52317422",2372,590,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2504157,Casserengue,PB,Todas,4G,"74,42","88,70","89,54","201,3812271",7057,1947,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital da Banda H (002-2010/SPV-ANATEL),Nextel,Atendido com atraso,N/A
2504157,Casserengue,PB,Todas,4G,"74,42","88,70","89,54","201,3812271",7057,1947,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Vivo,Atendido no prazo,30/04/2009
2504157,Casserengue,PB,Todas,4G,"74,42","88,70","89,54","201,3812271",7057,1947,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,31/12/2020
2504157,Casserengue,PB,Todas,4G,"74,42","88,70","89,54","201,3812271",7057,1947,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2504207,Catingueira,PB,Todas,4G,"31,93","72,15","73,66","529,4632214",4812,1307,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 2G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Tim,Atendido no prazo,30/04/2010
2504207,Catingueira,PB,Todas,4G,"31,93","72,15","73,66","529,4632214",4812,1307,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Vivo,Atendido no prazo,N/A
2504207,Catingueira,PB,Todas,4G,"31,93","72,15","73,66","529,4632214",4812,1307,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2504306,Catolé do Rocha,PB,Todas,4G,"50,74","86,14","86,46","552,1079469",28648,8227,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Tim,Atendido no prazo,30/04/2013
2504306,Catolé do Rocha,PB,Todas,4G,"50,74","86,14","86,46","552,1079469",28648,8227,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Claro,A vencer,31/07/2029
2504306,Catolé do Rocha,PB,Todas,4G,"50,74","86,14","86,46","552,1079469",28648,8227,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Telefônica,A vencer,31/07/2029
2504306,Catolé do Rocha,PB,Todas,4G,"50,74","86,14","86,46","552,1079469",28648,8227,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Tim,A vencer,31/07/2029
2504355,Caturité,PB,Todas,4G,"84,18","94,15","94,38","118,0824652",4543,1329,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Oi,Atendido no prazo,30/04/2010
2504355,Caturité,PB,Todas,4G,"84,18","94,15","94,38","118,0824652",4543,1329,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Oi,Atendido no prazo,30/04/2016
2504355,Caturité,PB,Todas,4G,"84,18","94,15","94,38","118,0824652",4543,1329,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,31/12/2020
2504355,Caturité,PB,Todas,4G,"84,18","94,15","94,38","118,0824652",4543,1329,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2504405,Conceição,PB,Todas,4G,"36,76","73,66","75,68","579,4368234",18256,5112,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Tim,Atendido com atraso,30/04/2014
2504405,Conceição,PB,Todas,4G,"36,76","73,66","75,68","579,4368234",18256,5112,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2504504,Condado,PB,Todas,4G,"66,95","89,74","90,56","280,9152421",6524,1891,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Claro,Atendido no prazo,30/04/2016
2504504,Condado,PB,Todas,4G,"66,95","89,74","90,56","280,9152421",6524,1891,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Vivo,Atendido no prazo,30/04/2009
2504504,Condado,PB,Todas,4G,"66,95","89,74","90,56","280,9152421",6524,1891,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2504603,Conde,PB,Todas,4G,"100,00","100,00","100,00","172,9497791",21295,5781,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Oi,Atendido no prazo,30/04/2016
2504603,Conde,PB,Todas,4G,"100,00","100,00","100,00","172,9497791",21295,5781,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2504603,Conde,PB,Todas,4G,"100,00","100,00","100,00","172,9497791",21295,5781,Ofertar Smp,Instalar Pelo Menos Uma Estação Rádio Base (Erb) Para Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao Long Term Evolution  - Lte Advanced Realease 10 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2024
2504702,Congo,PB,Todas,4G,"49,86","82,62","83,19","333,4707808",4687,1478,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 2G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Tim,Atendido no prazo,30/04/2010
2504702,Congo,PB,Todas,4G,"49,86","82,62","83,19","333,4707808",4687,1478,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Vivo,Atendido no prazo,N/A
2504702,Congo,PB,Todas,4G,"49,86","82,62","83,19","333,4707808",4687,1478,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2504801,Coremas,PB,Todas,4G,"37,10","85,16","86,07","379,4921153",15095,4351,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Tim,Atendido no prazo,30/04/2015
2504801,Coremas,PB,Todas,4G,"37,10","85,16","86,07","379,4921153",15095,4351,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Vivo,Atendido no prazo,30/04/2009
2504801,Coremas,PB,Todas,4G,"37,10","85,16","86,07","379,4921153",15095,4351,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2504850,Coxixola,PB,Todas,4G,"67,27","78,87","79,34","169,8792361",1771,588,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 2G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Tim,Atendido no prazo,30/04/2010
2504850,Coxixola,PB,Todas,4G,"67,27","78,87","79,34","169,8792361",1771,588,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Tim,Atendido no prazo,N/A
2504850,Coxixola,PB,Todas,4G,"67,27","78,87","79,34","169,8792361",1771,588,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2504900,Cruz do Espírito Santo,PB,Todas,4G,"95,26","99,41","99,51","195,6018571",16202,4201,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Vivo,Atendido com atraso,30/04/2015
2504900,Cruz do Espírito Santo,PB,Todas,4G,"95,26","99,41","99,51","195,6018571",16202,4201,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2505006,Cubati,PB,Todas,4G,"98,29","99,79","99,82","136,9657776",6860,2027,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital da Banda H (002-2010/SPV-ANATEL),Nextel,Atendido com atraso,N/A
2505006,Cubati,PB,Todas,4G,"98,29","99,79","99,82","136,9657776",6860,2027,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Oi,Atendido no prazo,30/04/2009
2505006,Cubati,PB,Todas,4G,"98,29","99,79","99,82","136,9657776",6860,2027,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,31/12/2020
2505006,Cubati,PB,Todas,4G,"98,29","99,79","99,82","136,9657776",6860,2027,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2505105,Cuité,PB,Todas,4G,"33,38","77,38","78,66","741,8418118",19918,5869,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Tim,Atendido no prazo,30/04/2013
2505105,Cuité,PB,Todas,4G,"33,38","77,38","78,66","741,8418118",19918,5869,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2505204,Cuitegi,PB,Todas,4G,"100,00","100,00","100,00","39,30126818",6864,1898,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Oi,Atendido no prazo,30/04/2009
2505204,Cuitegi,PB,Todas,4G,"100,00","100,00","100,00","39,30126818",6864,1898,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Oi,Atendido no prazo,30/04/2015
2505204,Cuitegi,PB,Todas,4G,"100,00","100,00","100,00","39,30126818",6864,1898,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,31/12/2020
2505204,Cuitegi,PB,Todas,4G,"100,00","100,00","100,00","39,30126818",6864,1898,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2505238,Cuité de Mamanguape,PB,Todas,4G,"98,10","99,03","99,15","108,448285",6198,1729,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Claro,Atendido com atraso,30/04/2010
2505238,Cuité de Mamanguape,PB,Todas,4G,"98,10","99,03","99,15","108,448285",6198,1729,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Claro,Atendido no prazo,30/04/2015
2505238,Cuité de Mamanguape,PB,Todas,4G,"98,10","99,03","99,15","108,448285",6198,1729,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,31/12/2020
2505238,Cuité de Mamanguape,PB,Todas,4G,"98,10","99,03","99,15","108,448285",6198,1729,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2505279,Curral de Cima,PB,Todas,4G,"86,50","81,35","81,16","85,09585862",5207,1465,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Claro,Atendido com atraso,30/04/2010
2505279,Curral de Cima,PB,Todas,4G,"86,50","81,35","81,16","85,09585862",5207,1465,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Claro,Atendido no prazo,N/A
2505279,Curral de Cima,PB,Todas,4G,"86,50","81,35","81,16","85,09585862",5207,1465,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,01/07/2023
2505279,Curral de Cima,PB,Todas,4G,"86,50","81,35","81,16","85,09585862",5207,1465,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2505303,Curral Velho,PB,Todas,4G,"68,60","86,90","87,45","222,9578408",2487,648,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Oi,Atendido no prazo,30/04/2010
2505303,Curral Velho,PB,Todas,4G,"68,60","86,90","87,45","222,9578408",2487,648,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Vivo,Atendido no prazo,N/A
2505303,Curral Velho,PB,Todas,4G,"68,60","86,90","87,45","222,9578408",2487,648,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,31/12/2021
2505303,Curral Velho,PB,Todas,4G,"68,60","86,90","87,45","222,9578408",2487,648,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2505352,Damião,PB,Todas,4G,"76,85","91,32","91,37","185,687987",4899,1376,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Claro,Atendido no prazo,30/04/2010
2505352,Damião,PB,Todas,4G,"76,85","91,32","91,37","185,687987",4899,1376,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Claro,Atendido no prazo,30/04/2016
2505352,Damião,PB,Todas,4G,"76,85","91,32","91,37","185,687987",4899,1376,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,31/12/2020
2505352,Damião,PB,Todas,4G,"76,85","91,32","91,37","185,687987",4899,1376,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2505402,Desterro,PB,Todas,4G,"91,16","97,98","98,05","179,3862514",7974,2312,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital da Banda H (002-2010/SPV-ANATEL),Nextel,Atendido com atraso,N/A
2505402,Desterro,PB,Todas,4G,"91,16","97,98","98,05","179,3862514",7974,2312,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Oi,Atendido no prazo,30/04/2010
2505402,Desterro,PB,Todas,4G,"91,16","97,98","98,05","179,3862514",7974,2312,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,31/12/2021
2505402,Desterro,PB,Todas,4G,"91,16","97,98","98,05","179,3862514",7974,2312,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2505501,Vista Serrana,PB,Todas,4G,"96,80","97,71","97,76","61,36221699",3496,916,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Vivo,Atendido no prazo,30/04/2010
2505501,Vista Serrana,PB,Todas,4G,"96,80","97,71","97,76","61,36221699",3496,916,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 4G (004-2012/SPV-ANATEL),Vivo,Atendido no prazo,N/A
2505501,Vista Serrana,PB,Todas,4G,"96,80","97,71","97,76","61,36221699",3496,916,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,31/12/2020
2505501,Vista Serrana,PB,Todas,4G,"96,80","97,71","97,76","61,36221699",3496,916,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2505600,Diamante,PB,Todas,4G,"52,78","75,69","78,65","269,1115553",6616,1764,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital da Banda H (002-2010/SPV-ANATEL),Nextel,Atendido com atraso,N/A
2505600,Diamante,PB,Todas,4G,"52,78","75,69","78,65","269,1115553",6616,1764,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Oi,Atendido no prazo,30/04/2009
2505600,Diamante,PB,Todas,4G,"52,78","75,69","78,65","269,1115553",6616,1764,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,31/12/2020
2505600,Diamante,PB,Todas,4G,"52,78","75,69","78,65","269,1115553",6616,1764,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
2505709,Dona Inês,PB,Todas,4G,"75,31","88,26","89,08","166,1700073",10491,2956,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Vivo,Atendido no prazo,30/04/2009
2505709,Dona Inês,PB,Todas,4G,"75,31","88,26","89,08","166,1700073",10491,2956,Ofertar SMP,Cobertura de pelo menos 80% da área urbana do distrito sede com 3G ou superior,Edital do 3G (002-2007/SPV-ANATEL),Vivo,Atendido no prazo,30/04/2013
2505709,Dona Inês,PB,Todas,4G,"75,31","88,26","89,08","166,1700073",10491,2956,Ofertar SMP,Ofertar SMP 4G ou superior,TAC,Tim,Atendido no prazo,01/07/2022
2505709,Dona Inês,PB,Todas,4G,"75,31","88,26","89,08","166,1700073",10491,2956,Ofertar Smp,Instalar Estações Rádio Base (Erb) Que Permitam A Oferta Do Smp Por Meio De Padrão Tecnológico Igual Ou Superior Ao 5g Nr Release 16 Do 3gpp,Edital do 5G (001-2021-SOR/SPR/CD-ANATEL),Brisanet,A vencer,31/12/2029
